NumFeatures	MonoMass	MinElutionTime	MaxElutionTime	TopPIC.Unique.ID	TopPIC.Mass	TopPIC.Retention.Time	TopPIC.Proteoform.Details	TopPIC.E.Value	TDPortal.Unique.ID	TDPortal.Mass	TDPortal.Retention.Time	TDPortal.Proteoform.Details	TDPortal.E.Value	H3_C1	H3_C2	H3_C3	H3_C4	H3_C5	H4_A1	H4_A2	H4_A3	H4_A4
3	10413.2113	69.65	70.691	Sh3bgrl3_0 + Sh3bgrl3_5 & Sh3bgrl3_3	10413.17289 + 10413.19345 & 10412.18149	69.9935 + 70.74 & 70.1775	B2RZ27  (2-93) [Acetyl] & [Plus2Oxy] + B2RZ27  (2-93) [73.9588] & B2RZ27  (2-93) [Acetyl] & [Plus2Oxy]	1.07e-09 + 1.49e-10 & 2.14e-12	G3V939_10413.23118	10413.23118	70.12355872	G3V939  (164-254)  	8.51e-08	2272654	735694.4	881046.7	1982652	1581189	141137.5	1318780	747077.05	2128870
6	10414.2074	69.6	70.759											2922388.5	708287.85	523930.7	1216462.9	2227328	70105.03	1024591.5	742889.3	1059532.8
1	10415.20946	69.637	70.708											1456685						1541256	829739.5	
1	10415.3115	77.196	78.462											94469.1								
1	10418.9279	23.489	24.502	Basp1_12	10418.92778	24.6615	Q05175  (109-220) [56.9758]	4.53e-09						110090.2	86388.31		82770.99					
1	10419.5974	18.016	19.495														13950.88					
1	10421.092	25.514	27.388	Ptms_12	10420.6437	26.2265	P04550  (2-92) [Acetyl]	6.76e-16	P04550_10420.64344	10420.64344	26.16262231	P04550  (2-92) N6-acetyl-L-lysine@1 RESID:55@2	1.05e-27	281133.5		44847.49	334110.5	263759.7				
4	10421.09445	82.836	83.732											86089.22	41667.835	11035.62	4561.9				7862.745	
13	10421.6003	24.647	25.891											215258.7	100243.55	69360.23	147316	281231.35		61145.18	356300.5	54100.105
5	10424.2587	68.889	70.311																40087.58			
1	10428.18495	68.849	70.719	Sh3bgrl3_1	10428.17838	69.59783333	B2RZ27  (2-93) [Acetyl] & [46.9332]	4.07e-15								165944.1	162546.9	498517.4		561998.7	67674.23	340441.8
10	10431.1986	69.054	70.508											168087.33	235976.75	297517.9	1318109	1499720	134728	450305.8	220674.95	646246.6
1	10443.8328	21.186	22.902														14524.07					
1	10444.1798	68.429	69.892	Sh3bgrl3_7	10444.13914	68.71733333	B2RZ27  (1-93) [-26.1360]	2.19e-09														292614.7
8	10447.1859	68.308	69.836															504114.2				294944.6
1	10456.08625	79.568	80.393											158741	155439.4							
2	10458.06361	79.511	80.317											172162.75	113085.4							
2	10458.3748	50.543	52.292											240780.9							212014	
7	10465.1013	92.421	93.871											8547.8	154215.4		31777.025				59136.13	
1	10472.05985	76.665	78.66											162201.6	94691.04							
1	10473.06638	76.816	78.602											133422.3	134985.5							
1	10474.0904	76.665	78.589											173143.1								
2	10476.13205	18.695	20.105											43326.91	16413.025		18346.015					
1	10479.0539	89.928	92.076																		15896.53	
1	10480.07595	90.122	91.793												35953.18		16536.32				20084.89	
1	10481.0955	90.038	91.919												53691.73		8259.54				25964.81	
9	10484.18431	22.554	23.853														131915.85	154057.645	23066.74	94055.14	124177.1	121036.3
2	10489.7013	79.469	80.288											29530.96	40736.85					18634.07	30912.99	4473.8
3	10492.19466	79.162	80.221											28460.75	54641					17453.25	16119.225	
2	10496.0681	87.793	89.634																		34108.79	
1	10497.0838	87.799	89.746																		27965.7	
1	10502.11924	15.674	16.597																			9634.03
1	10512.19933	46.17	47.261												30471.94							
1	10513.17755	45.829	47.261						P61959_10513.20151	10513.20151	46.65606672	P61959  (2-93)  	0.073701335		38680.68							
1	10518.43282	67.031	69.495																		104714	
1	10529.45985	24.007	25.499														50654.48	20806.19				
1	10530.4656	24.007	25.499														41715.45	20806.19				
1	10533.8894	85.337	86.647											41836.75								
4	10535.9118	85.441	86.654											83782.775								
2	10545.93142	25.113	26.08											999344.4	413491	62874.48	193026.9	188993.9				
6	10548.9748	23.557	25.251											767823.7	211870.275	103272.23	556883.5	284758.5		34948.6	187964.9	
1	10553.8621	22.902	24.154														51452.19					
1	10554.8914	22.902	24.154														50728.38					
1	10555.8924	22.902	24.235														47531.07					
6	10566.3731	60.716	62.479																		285686.75	
2	10566.8904	85.013	86.211											20060.995	9586.605							
1	10567.8972	85.043	86.138											20461.59								
1	10573.2828	64.081	65.589											165015.9								
3	10575.1043	17.227	18.571															12845.33	14418.26	13798.46		20244.66
2	10576.70443	25.514	26.677	Ptms_13	10576.74481	25.695	P04550  (2-93) [Acetyl]	7.07e-21	B3DM95_10575.76053 & P04550_10576.74455	10575.76053 & 10576.74455	26.02962555 & 26.32412253	B3DM95  (3-94)   & P04550  (2-93) N6-acetyl-L-lysine@1 RESID:55@2	8.03e-06 & 3.23e-40	501790.2	191599.6	162049.85	362548.65	261237.2				
3	10578.5369	93.651	94.674											59576.15								
10	10578.7017	25.419	26.751											383728.9	158720	147224.7	361768.7	244501.65		19407.165		13112.32
1	10589.14185	15.6	16.602												17553.56		15769.83	15715.48	8040.15		13559.51	16538.91
1	10590.1482	15.6	16.602												17555.17		15769.83	15600.77	6393.88		16781.7	
1	10601.3544	40.259	43.206											288955.9						150019		
1	10603.7082	18.844	20.524											28635.76								
8	10605.36417	40.362	42.278											450311.9	320223.9		281570.6	512032.8		396870.1		223368.25
1	10608.0411	72.765	74.5															128431.3				
1	10613.431	70.729	71.825																	56413.6		
1	10615.8381	81.889	83.385											10608.75	18916.57						7711.65	
1	10616.8488	81.889	83.385											10335.81	19265.52						8987.42	
2	10618.34945	81.851	83.457											9550.42	15991.755						5732.52	
1	10618.5209	96.093	97.07											6927.65								
2	10619.34865	39.958	41.996															166979.25				174507.55
2	10624.742	56.594	57.714											1097455.1								
8	10626.2881	63.991	65.446											5027649	788952.55							
1	10640.51396	30.976	33.15	Arpp19_2	10640.56393	31.609	Q712U5-2  (1-96) [Acetyl]	1.37e-06	Q712U5-2_10640.56374	10640.56374	31.67199049	Q712U5-2  (1-96)  	6.82e-05	128537.9	69708.41	33610.66						
3	10641.5041	30.893	32.279											118577.1	39805.57	47238.835						
1	10642.0846	73.785	75.371											66638.78								
7	10642.4947	63.369	64.731											25541850	413995.1	3150732.5	2970261.5	1165436	310054.6	398595.8	497920.15	171816.6
1	10643.50845	63.384	64.364											28356920	4954491		930493.8					
2	10647.9369	92.9	95.184																		6890.745	
1	10648.0088	87.416	90.134	S100b_4	10648.0144	88.12783333	P04631  (2-92) [Acetyl]	3.73e-28	P04631_10648.01422	10648.01422	87.90554057	P04631  (2-92)  	3.98e-35	880888	2238305	84109.4	171443.3		91221.29	48940.46	191895.7	
4	10648.17557	15.637	16.602												26006.7	19942.5	23653.91	28234.16	11601.24	20367.945	31020.68	21444.37
4	10648.9534	102.733	104.082																		3411.945	
9	10649.5007	87.195	90.521											287595.15	4074169	76352.77	288691.3		91968.29	87702.47	113224.3	7297.52
1	10650.97698	87.857	90.279	S100b_0	10651.3285	87.91983333	P04631  (2-92) [Acetyl] & [3.3141]	5.59e-08						83869.41								
3	10658.5402	56.472	58.417											231987.4								
6	10659.51341	62.426	63.951											7376740	947605.5	576310.9	121638		72906.92	43411.71		
1	10660.5571	62.061	63.648											828149.8								
1	10661.96691	86.047	88.214														163335.9					
1	10664.0187	86.047	89.204	S100b_3	10663.99589	85.992	P04631  (2-92) [Acetyl] & [Plus1Oxy]	3.31e-14						622719.1								
10	10666.29665	86.767	88.925											331724.6	1469621		446446.9		60712.1	147579.55	209325.3	22607.14
1	10667.0594	78.262	79.844											121921.7	113409.4						80889.45	
1	10667.29658	90.413	91.493	Ndufab1_0	10667.25245	91.1135	D3ZF13  (65-156) 	1e-10	D3ZF13_10667.25225	10667.25225	91.05917982	D3ZF13  (65-156)  	3.01e-17	83592.51	45791.65							
2	10668.7927	90.435	91.544											82121.91	42100.6							
3	10669.5629	78.245	79.538											134209.9	129957.9						65701.56	
2	10674.5281	56.201	57.476											238672.25								
1	10678.959	83.618	84.896																15659.41			
3	10678.962	87.975	90.035												381746.2					23407.48	37397.46	
1	10680.9423	95.059	96.236																	4278.67		
3	10680.9579	87.544	90.171											2020426	331707.65		28413.33			21593.59	125436.6	5867.51
1	10683.2398	87.476	88.656	Ndufab1_2	10683.27136	88.13433333	D3ZF13  (65-156) [Plus1Oxy]	4.27e-13						412274.5	160562.1							
6	10685.2618	87.623	88.705											2091392	428190	82163.05	87456.35	34696.89	42383.125	105890.65	49619.975	61453.995
1	10691.9552	86.101	87.341												133061.2							
1	10694.5614	11.047	12.357												8587.19							
5	10696.9625	86.216	89.593												396908.4		20696.63				56050.14	
3	10696.9757	82.25	83.175																28067.41			
2	10700.2449	86.113	87.426												39861.51		25490.92					14615.46
1	10704.7498	25.417	26.607	Ptms_9	10704.80339	26.3765	P04550  (2-94) [Acetyl]	2.86e-29	P04550_10704.80313	10704.80313	26.32412253	P04550  (2-94) N6-acetyl-L-lysine@1 RESID:55@2	2.26e-44	864230.6	351867.7	287705.3	668401.9	294931			84013.6	25866.1
3	10706.1421	70.116	71.743																		247112	
10	10708.95145	24.948	26.274											544889.6	248178.1	231279.9	401701.9	311911.3		64678.8	67774.41	26585.145
5	10709.62028	84.799	85.499											85708.64	66321.55	18115.53	31876.18	14152		17556.38	22964.28	3812.86
2	10709.6907	59.186	60.642											297628.35								
3	10709.963	76.958	78.02												125987.985	35096.52						
10	10713.9766	77.195	78.853											466506.3	1001751.9	80803.69	404394.5			177981.95	166846.8	
1	10716.2488	87.543	89.438												11628.57							
2	10719.65334	57.85	60.29											1667039					15464.535			
1	10720.6743	58.228	60.22						D3ZYM7_10720.68256	10720.68256	59.29102258	D3ZYM7  (2-91)  	0.003515724	1868942	793326.5			294670.3	28527.25			
5	10723.576	57.476	59.035											358120.1	681680.7			128300.6	12900.76			
3	10723.605	84.675	85.377											48758.27	36332.545	18659.46	34457.11	19647.44		16130.215	13554.385	
2	10725.11955	84.782	85.426											45676.365	37815.48	16992.74	32338.75	13335.945		14710.69	11556.02	
1	10734.6013	81.973	83.122																60409.14			
1	10735.60262	81.973	83.122	Snrpe_0	10735.61484	82.456	D3ZSP1  (1-92) [-18.0050]	6.16e-10											67073.6			
1	10736.5989	81.973	83.32																67566.32			
1	10737.6169	82.123	83.049						D4A8M5_10737.56983	10737.56983	82.28495662	D4A8M5  (2-92)  	0.00012561						45976.67			
1	10742.93245	77.243	78.474												84878.89							
1	10743.94657	77.243	78.589												81001.1							
1	10744.95066	77.243	78.589												77732.35							
1	10747.6915	59.524	61.155						D3ZS58_10746.72332	10746.72332	61.31679186	D3ZS58  (2-97) half cystine@1, half cystine@1 PSI-MOD:798@20|PSI-MOD:798@54	0.023471265	4150352	2783759				82212.46	371840.5	569379.5	
1	10748.7264	59.476	61.991	Ndufa2_1	10748.73915	59.80866667	D3ZS58  (2-97) [Acetyl]	3.46e-14	D3ZS58_10748.73897	10748.73897	59.52695792	D3ZS58  (2-97)  	6.77e-23	3610883	2202030		328367				134594.7	
5	10749.7277	59.673	61.137											4880619	2451717				84765.075	316163.9	619854.9	
2	10755.58835	84.126	85.043											29531.49	7592.62	1523.87						
2	10757.61057	84.163	85.006											22761.35								
1	10761.7817	18.718	20.303						B3DM95_10761.83582	10761.83582	19.723213	B3DM95  (8-102)  	3.85e-06	66599.97	13646.69		45498.07					
6	10763.7779	18.848	20.251											74489.17	42856.65	27438.38	116908.9	66249.78			17564.05	
2	10766.3807	57.422	58.512											5732771	6850150	1584286	983431.7	2542940.5	154190.5	3493115	1495916	478555.3
1	10767.4016	58.024	59.286	Acyp2_1	10767.42689	57.54133333	P35745  (2-97) [Acetyl]	2.19e-15	P35745_10767.42674	10767.42674	58.7313038	P35745  (2-97)  	5.63e-30								139814.9	
1	10768.62494	76.934	78.193											47880.37								
4	10768.8867	57.358	58.702											8170420	6602395	1372763	3629078	3255440	143986.6	3327420	1766033	1010960.5
4	10775.5099	11.192	12.502												18177.855							
8	10777.10825	59.144	61.571											2150536	648856.4					121360	123145.3	
2	10780.7411	59.864	61.281	Ndufa2_3 & Ndufa2_4	10780.73971 & 10780.72473	59.94133333 & 61.13516667	D3ZS58  (2-97) [Acetyl] & [Plus2Oxy] & D3ZS58  (2-97) [Acetyl] & [Plus2Oxy]	5.66e-13 & 1.73e-12						22011465	9172402	1044757.35	4074443	2098121.5	96701.885	1403188	2028216.5	632753.2
5	10781.82853	85.069	86.47											78548.4	64797.54	5566.91	34174.405			3052.83	18761.59	
11	10782.70065	60.063	61.388											19080310	7134980	722789.15	3775933.5	1578806	92738.39	1205915	1679947	780695.45
3	10784.39597	52.077	53.35											481696.4			380178.85	743786.4				
8	10784.6898	38.223	40.197												155645.35						115136.095	
2	10787.8145	55.284	56.829											683721.5								
2	10792.9793	22.925	24.944											37843.09			109052.85	54498.75				
1	10793.9939	22.925	24.154														83844.36					
1	10795.6974	64.081	65.589											63097.62								
1	10796.6942	59.524	60.7	Ndufa2_2	10796.68791	60.94533333	D3ZS58  (2-97) [Acetyl] & [47.9488]	4.32e-12						2290777	1225319	453181.2	529864.1	392529.9		114852.3	286630.2	311971
4	10796.8304	84.451	85.745											58505.91	17361.23		29995.08	6465.905		18227.27	15575.89	
8	10797.69488	59.515	60.881											2419903.5	2047713	447300.3	654310.3	345364.9		243992.7	432320.6	293597.4
1	10798.6976	59.374	61.469											1901698	939811.2		524053	461703.9		156893.6		
2	10803.7674	14.924	16.131												11814.545	10203.345					13457.72	
1	10805.8045	55.55	56.48	Hspe1_2	10805.83067	56.47933333	P26772  (2-102) [Acetyl]	5.58e-35	P26772_10805.83041	10805.83041	56.02673063	P26772  (2-102)  	4.71e-72	143226300	35963450	6342758	19116910	16332160	1055375	5706750	40664980	3679723
1	10811.6971	56.989	58.372	Ndufa2_6	10811.68502	57.56766667	D3ZS58  (2-97) [Acetyl] & [62.9459]	7.82e-10						148965.6	484647.7							
10	10813.01521	22.461	24.296											998344.8	89624.58	103437.8	486450.9	381406.5	15078.74	67374.8	165110	32233.91
5	10813.3388	84.159	86.033											28682.035	13539.41		24736.56	12571.65		34111.09	17138.82	
25	10813.67495	57.269	58.882											1564801.5	1046285	4371123	9334581.5	8391860.5	871121.4	3920262	10764200	3627922
1	10814.82756	84.362	85.419															5008.53				
1	10816.5271	102.057	102.85														16905.14					
1	10817.52895	102.057	102.959														16208.84					
2	10820.66927	64.436	65.957											366047.7	171073.5							
5	10821.803	54.849	55.563											7394422	4020121	1232011	3189242	1744312	104521.125	1759135	1790777	1062567.45
2	10821.8389	54.963	55.781	Hspe1_1 & Hspe1_0	10821.82391 & 10821.81939	55.03383333 & 55.88866667	P26772  (2-102) [Acetyl] & [Plus1Oxy] & P26772  (2-102) [Acetyl] & [Plus1Oxy]	5.22e-18 & 5.04e-18						7837473.5	4933230	1379669	5254416	4678614.5	102140.5	1719127	1656748	1199093.55
3	10823.81295	54.53	55.586											7362096.5			7075764	5257652				
6	10832.3788	69.87	71.732															723009.6		856718.1		
7	10833.85006	24.867	26.404											202440.15	71687.305	41299.76	93918.41	60205.43				
5	10834.80542	56.252	58.782											475188.3	175886.2				26838.985	196757.55	113875.1	
1	10840.0066	22.481	23.857														9307.04					
10	10840.6882	64.847	66.121											14378970	3185369	4391716.5	3479933	1732233	821459.7	918039.35	815271.2	286058.2
1	10848.3266	56.303	58.885						P26772_10847.84097	10847.84097	56.79010546	P26772  (2-102) N6-acetyl-L-lysine@1 RESID:55@54	8.59e-08	699810.2	377016.6				33740.83		96956.14	
1	10848.424	41.962	42.905	LOC100912599_1	10848.45421	42.41233333	D3ZCZ9  (21-116) 	2.84e-12	D3ZCZ9_10848.45404	10848.45404	42.34348641	D3ZCZ9  (21-116)  	5.37e-28	2334559	3798718	781589	825590.1	564145.1	51127.89	1470978	837842.9	327840.8
11	10850.43623	41.846	43.258											581516.95	747564.8	714917.65	769144.5	426064.2	67557.375	1378845	233713.5	363258.7
7	10850.8308	56.613	58.416											685326.2	233928.4				30441.42			443777.85
1	10851.6368	62.926	64.225											286382.4								
1	10853.4709	11.192	12.618											14873.25								
14	10856.7336	60.821	62.414											1747221	518412.2	363295.9	339183.7		50426.3			
1	10858.77955	15.013	16.014												6670.8	12842.54		19191.82	11420.37		26215.26	21960.11
2	10860.2942	15.048	16.014													12842.54		19191.82	11553.335		31525.05	20382.255
1	10862.3666	70.143	71.42																	145478.4	117279.5	
1	10863.8691	70.143	71.42																	174476	128768.8	
1	10866.5939	50.18	51.197													86919.1						
3	10869.5731	50.166	51.678											185144		128228		67204.57			204640.5	
5	10871.72905	56.967	59.084											824625					29803.56			
3	10872.0127	22.925	24.231														34352.69	19261.41				
1	10879.4197	41.805	43.169	LOC100912599_0	10879.41854	42.559	D3ZCZ9  (21-116) [Plus2Oxy]	1e-06						2609548	2561084	589145.6	529697.3	406062.9	27054.67	1100541	333846.1	285849.6
10	10882.4165	41.851	43.34											876916.75	762464.8	397196.95	344440.35	516317.05	42517.295	1329657	299563.2	274964.7
1	10893.71818	62.041	63.108	Dynlrb1_1	10893.73039	63.35316667	P62628  (2-96) [Acetyl]	8e-15	P62628_10893.73024	10893.73024	63.21605401	P62628  (2-96)  	6.13e-35	499268.4	185204.3			285915	61732.98		420038.5	
12	10895.69788	62.143	63.177											8841939.5	4457638	1007587	2552736	2691653.85	300338.7	837011.1	1973344.7	1058943.5
2	10896.913	83.386	84.673											139539.9	162444.3	29533.815	60988.19	27008.04		43098.05	100496.9	16370.52
2	10898.4037	83.503	84.41											138700.2	159516.95	32274.93	60982.24	19587.155		36012.93	96482.545	13827.115
1	10899.8951	83.396	84.163											105780.7		21765.55	52614.76			41781.81	101725.5	
1	10906.7652	55.97	57.452											68900.86								
1	10908.6975	60.975	62.473															738856.5				
1	10909.68918	61.215	62.473						Q498R1-1_10909.68438	10909.68438	61.11340707	Q498R1-1  (409-507)  	5.7e-09	3468119	175577.3		1158995	271903.3		84334.01		
2	10909.7192	61.215	62.473											2950222	338781.5	237454.2	998565.1	764584.85	15577.88	295503.9		
1	10910.7049	61.005	62.473	Dynlrb1_0	10910.69398	61.1985	P62628  (2-96) [Acetyl] & [Plus1Oxy]	5.84e-07						3280309			1041799	820618.6				
2	10911.39331	41.685	43.519											478175.35	491981.95					305785.9		98057.49
2	10913.34246	41.339	43.512											561301.45	621098.9					183662.3		
1	10914.3935	41.387	43.265												255118.2							
1	10924.6997	60.146	61.784											186047.7								
